Old Ticker,New Ticker,Search Term,Memo Title,Effective Date,Post Date,Classification
AJX,RPT,AJX RPT,"Great Ajax Corporation - Name/Symbol Change Option Symbol: AJX New Symbol: RPT
Contract Adjustment|Options",12/03/2024,11/21/2024,Adjustment
CGA,ENFY,CGA ENFY,"China Green Agriculture, Inc. - Name/Symbol Change Option Symbol: CGA New Symbol: ENFY
Contract Adjustment|Options",11/26/2024,11/19/2024,Adjustment
PRMW,PRMB,PRMW PRMB,"Primo Water Corporation - Name/Symbol/CUSIP Change Option Symbol: PRMW New Symbol: PRMB
Contract Adjustment|Options",11/11/2024,11/08/2024,Adjustment
LILM,LILMF,LILM LILMF,"Lilium NV - Symbol Change Option Symbol: 11/06/2024 - LILM remains LILM 11/07/2024 - LILM becomes LILMF
Contract Adjustment|Options",11/07/2024,11/06/2024,Adjustment
OCUP,IRD,OCUP IRD,"Ocuphire Pharma, Inc. - Name/Symbol Change Option Symbol: OCUP New Symbol: IRD
Contract Adjustment|Options",10/24/2024,10/23/2024,Adjustment
FANH,AIFU,FANH AIFU,"Fanhua Inc. - Symbol Change Option Symbol: FANH New Symbol: AIFU
Contract Adjustment|Options",10/23/2024,10/22/2024,Adjustment
IVES,AIVC,IVES AIVC,"Amplify Global Cloud Technology ETF - Name/Symbol Change Option Symbol: IVES New Symbol: AIVC
Contract Adjustment|Options",10/21/2024,10/17/2024,Adjustment
ORAN,ORANY,ORAN ORANY,"Orange - Symbol Change Option Symbol: ORAN New Symbol: ORANY
Contract Adjustment|Options",10/18/2024,10/17/2024,Adjustment
SGH,PENG,SGH PENG,"SMART Global Holdings, Inc. - Name/Symbol Change Option Symbol: SGH New Symbol: PENG
Contract Adjustment|Options",10/15/2024,10/14/2024,Adjustment
RNLX,RNLXY,RNLX RNLXY,"Renalytix plc - Symbol Change Option Symbol: RNLX New Symbol: RNLXY
Contract Adjustment|Options",10/08/2024,10/07/2024,Adjustment
AMSWA,LGTY,AMSWA LGTY,"American Software, Inc. - Name/Symbol Change Option Symbol: AMSWA New Symbol: LGTY
Contract Adjustment|Options",10/02/2024,10/01/2024,Adjustment
CHK,EXE,CHK EXE,"Southwestern Energy Company - Contract Adjustment Option Symbols: 10/01/2024 - SWN/2SWN remains SWN/2SWN 10/02/2024 - SWN/2SWN becomes EXE1/2EXE1 * * * Update * * *
Contract Adjustment|Options",10/01/2024,10/01/2024,Adjustment
CHK,EXE,CHK EXE,"Chesapeake Energy Corporation - Name/Symbol Change Option Symbol: CHK New Symbol: EXE
Contract Adjustment|Options",10/02/2024,10/01/2024,Adjustment
EBLU,TBLU,EBLU TBLU,"Ecofin Global Water ESG Fund - Name/Symbol Change Option Symbol: EBLU New Symbol: TBLU
Contract Adjustment|Options",09/30/2024,09/24/2024,Adjustment
JEPY,WDTE,JEPY WDTE,"Defiance S&P 500 Enhanced Options Income ETF - Name/Symbol Change Option Symbols: JEPY/JEPY1 New Symbols: WDTE/WDTE1
Contract Adjustment|Options",09/26/2024,09/24/2024,Adjustment
SOI,SEI,SOI SEI,"Solaris Oilfield Infrastructure, Inc. - Name/Symbol Change Option Symbol: SOI New Symbol: SEI
Contract Adjustment|Options",09/12/2024,09/11/2024,Adjustment
VLD,VLDX,VLD VLDX,"Velo3D, Inc. - Symbol Change Option Symbols: VLD/VLD1 New Symbols: VLDX/VLDX1
Contract Adjustment|Options",09/11/2024,09/10/2024,Adjustment
DRQ,INVX,DRQ INVX,"Dril-Quip, Inc. - Name/Symbol/CUSIP Change Option Symbol: DRQ New Symbol: INVX
Contract Adjustment|Options",09/09/2024,09/06/2024,Adjustment
BNRE,BNT,BNRE BNT,"Brookfield Reinsurance Ltd. - Name/Symbol/CUSIP Change Option Symbol: BNRE New Symbol: BNT
Contract Adjustment|Options",09/06/2024,09/04/2024,Adjustment
ICD,ICDI,ICD ICDI,"Independence Contract Drilling, Inc. - Symbol Change Option Symbol: ICD New Symbol: ICDI
Contract Adjustment|Options",08/29/2024,08/28/2024,Adjustment
CPLP,CCEC,CPLP CCEC,"Capital Product Partners L.P. - Name/Symbol/CUSIP Change Option Symbol: CPLP New Symbol: CCEC
Contract Adjustment|Options",08/26/2024,08/23/2024,Adjustment
ALLG,ALLGF,ALLG ALLGF,"Allego N.V. - Symbol Change Option Symbol: ALLG New Symbol: ALLGF
Contract Adjustment|Options",08/26/2024,08/23/2024,Adjustment
GPS,GAP,GPS GAP,"Gap, Inc. - Symbol Change Option Symbol: GPS New Symbol: GAP
Contract Adjustment|Options",08/22/2024,08/14/2024,Adjustment
GPS,GAP,GPS GAP,"CUSTOMER MARGINS FOR ONECHICAGO FUTURES
Operational",,08/18/2020,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,07/10/2020,Unknown
GPS,GAP,GPS GAP,"CUSTOMER MARGINS FOR ONECHICAGO FUTURES
Operational",06/15/2020,06/15/2020,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,05/08/2020,Unknown
GPS,GAP,GPS GAP,"CUSTOMER MARGINS FOR ONECHICAGO FUTURES
Operational",,04/13/2020,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Margins/Collateral/Clearing Fund",,03/25/2020,Unknown
GPS,GAP,GPS GAP,"CUSTOMER MARGINS FOR ONECHICAGO FUTURES
Operational",,10/16/2018,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,08/13/2018,Unknown
GPS,GAP,GPS GAP,"CUSTOMER MARGINS FOR ONECHICAGO FUTURES
Operational",,07/16/2018,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational|Margins/Collateral/Clearing Fund",,04/13/2018,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,03/09/2018,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,02/09/2018,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,12/12/2017,Unknown
GPS,GAP,GPS GAP,"Customer Margins for OneChicago Futures
Operational",,11/15/2017,Unknown
GPS,GAP,GPS GAP,"OCX.NoDivRisk CONTRACT ADJUSTMENTS FOR CASH DIVIDENDS EX -DATE: 10/03/2016
Contract Adjustment|Futures",10/03/2016,10/01/2016,Adjustment
GPS,GAP,GPS GAP,"OCX.NoDivRisk CONTRACT ADJUSTMENTS FOR CASH DIVIDENDS EX -DATE: 07/01/2016
Contract Adjustment|Futures",07/01/2016,07/01/2016,Adjustment
GPS,GAP,GPS GAP,"OCX.NoDivRisk CONTRACT ADJUSTMENTS FOR CASH DIVIDENDS EX -DATE: 04/04/2016
Contract Adjustment|Futures",04/04/2016,04/01/2016,Adjustment
GPS,GAP,GPS GAP,"OCX.NoDivRisk CONTRACT ADJUSTMENTS FOR CASH DIVIDENDS EX -DATE: 01/04/2016
Contract Adjustment|Futures",01/04/2016,01/01/2016,Adjustment
GPS,GAP,GPS GAP,"OCX.NoDivRisk CONTRACT ADJUSTMENTS FOR CASH DIVIDENDS EX -DATE: 10/05/2015
Contract Adjustment|Futures",10/05/2015,10/02/2015,Adjustment
GPS,GAP,GPS GAP,,,,Unknown
GPS,GAP,GPS GAP,,,,Unknown
GPS,GAP,GPS GAP,,,,Unknown
HUGE,QNTM,HUGE QNTM,"FSD Pharma Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: HUGE New Symbol: QNTM1
Contract Adjustment|Options",08/15/2024,08/13/2024,Adjustment
CEI,CEIN,CEI CEIN,"Camber Energy Inc. - Symbol Change Option Symbol: CEI New Symbol: CEIN
Contract Adjustment|Options",08/08/2024,08/07/2024,Adjustment
UCBI,UCB,UCBI UCB,"United Community Banks, Inc. - Symbol Change Option Symbol: UCBI New Symbol: UCB
Contract Adjustment|Options",08/06/2024,08/05/2024,Adjustment
PNM,TXNM,PNM TXNM,"PNM Resources, Inc. - Name/Symbol Change Option Symbol: PNM New Symbol: TXNM
Contract Adjustment|Options",08/05/2024,08/02/2024,Adjustment
SMLP,SMC,SMLP SMC,"Summit Midstream Partners, LP - Name/Symbol/CUSIP Change Option Symbol: SMLP New Symbol: SMC
Contract Adjustment|Options",08/01/2024,07/31/2024,Adjustment
IRBO,ARTY,IRBO ARTY,"iShares Robotics and Artificial Intelligence Multisector ETF - Name/Symbol Change Option Symbol: IRBO New Symbol: ARTY
Contract Adjustment|Options",08/12/2024,07/24/2024,Adjustment
FIVG,SIXG,FIVG SIXG,"Defiance Next Gen Connectivity ETF - Name/Symbol Change Option Symbol: FIVG New Symbol: SIXG
Contract Adjustment|Options",07/22/2024,07/19/2024,Adjustment
EURN,CMBT,EURN CMBT,"Euronav NV - Symbol Change Option Symbol: EURN New Symbol: CMBT
Contract Adjustment|Options",07/15/2024,07/12/2024,Adjustment
PWFL,AIOT,PWFL AIOT,"PowerFleet, Inc. - Symbol Change Option Symbols: PWFL/PWFL1 New Symbols: AIOT/AIOT1
Contract Adjustment|Options",07/01/2024,06/28/2024,Adjustment
TNP,TEN,TNP TEN,"Tsakos Energy Navigation Limited - Symbol Change Option Symbol: TNP New Symbol: TEN
Contract Adjustment|Options",07/01/2024,06/17/2024,Adjustment
RBT,RBTC,RBT RBTC,"Rubicon Technologies, Inc. - Symbol Change Option Symbol: 06/10/2024 - RBT remains RBT 6/11/2024 - RBT becomes RBTC
Contract Adjustment|Options",06/11/2024,06/10/2024,Adjustment
OCN,ONIT,OCN ONIT,"Ocwen Financial Corporation - Name/Symbol Change Option Symbol: OCN New Symbol: ONIT
Contract Adjustment|Options",06/10/2024,05/31/2024,Adjustment
LIFE,ATYR,LIFE ATYR,"aTyr Pharma, Inc. - Symbol Change Option Symbol: LIFE New Symbol: ATYR
Contract Adjustment|Options",06/05/2024,06/04/2024,Adjustment
LIFE,ATYR,LIFE ATYR,"ATYR PHARMA, INC. - REVERSE SPLIT OPTION SYMBOL: LIFE NEW SYMBOL: LIFE1 * * * UPDATE * * *
Contract Adjustment|Options",07/01/2019,06/28/2019,Adjustment
LIFE,ATYR,LIFE ATYR,"ATYR PHARMA, INC. - REVERSE SPLIT OPTION SYMBOL: LIFE NEW SYMBOL: LIFE1
Contract Adjustment|Options",07/01/2019,06/28/2019,Adjustment
BRP,BWIN,BRP BWIN,"The Baldwin Insurance Group, Inc. - Symbol Change Option Symbol: BRP New Symbol: BWIN
Contract Adjustment|Options",05/20/2024,05/17/2024,Adjustment
CNHI,CNH,CNHI CNH,"CNH Industrial N.V. - Symbol Change Option Symbols: CNHI/2CNHI New Symbols: CNH/2CNH
Contract Adjustment|Options",05/20/2024,05/13/2024,Adjustment
CNHI,CNH,CNHI CNH,"Adjusted CNH Industrial N.V. - Determination of Deliverable Adjusted Option Symbol: CNHI1
Contract Adjustment|Options",,08/11/2022,Adjustment
CNHI,CNH,CNHI CNH,"CNHI1 Options - Expiration Pricing Consideration
Expiration",,06/16/2022,Unknown
CNHI,CNH,CNHI CNH,"CNHI1/1CNHI1 Options - Expiration Pricing Consideration
Expiration",,03/17/2022,Unknown
CNHI,CNH,CNHI CNH,"CNHI1/1CNHI1 Options - Expiration Pricing Consideration
Expiration",,02/16/2022,Unknown
CNHI,CNH,CNHI CNH,"CNHI1/1CNHI1 Options - Expiration Pricing Consideration
Expiration",,01/20/2022,Unknown
CNHI,CNH,CNHI CNH,"CNH Industrial N.V. - Distribution Option Symbols: CNHI/1CNHI New Symbols: CNHI1/1CNHI1
Contract Adjustment|Options",01/03/2022,12/27/2021,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS
Contract Adjustment|Options",09/18/2020,09/17/2020,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS ***UPDATE***
Contract Adjustment|Options",06/19/2018,06/18/2018,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS
Contract Adjustment|Options",06/19/2018,06/18/2018,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS
Contract Adjustment|Options",02/21/2018,02/20/2018,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 12/19/2017
Operational|Contract Adjustment|Options",12/19/2017,12/18/2017,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS
Contract Adjustment|Options",06/20/2017,06/19/2017,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 05/23/17
Contract Adjustment|Options",05/23/2017,05/22/2017,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS
Contract Adjustment|Options",09/20/2016,09/19/2016,Adjustment
CNHI,CNH,CNHI CNH,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 8/23/16
Contract Adjustment|Options",08/23/2016,08/22/2016,Adjustment
CPG,VRN,CPG VRN,"Crescent Point Energy Corporation - Name/Symbol/CUSIP Change Option Symbol: CPG New Symbol: VRN
Contract Adjustment|Options",05/15/2024,05/13/2024,Adjustment
WISH,LOGC,WISH LOGC,"ContextLogic Inc. - Symbol Change Option Symbols: WISH/WISH1 New Symbols: LOGC/LOGC1
Contract Adjustment|Options",05/13/2024,05/10/2024,Adjustment
ALCC,OKLO,ALCC OKLO,"AltC Acquisition Corporation - Name/Symbol Change Option Symbol: ALCC New Symbol: OKLO
Contract Adjustment|Options",05/10/2024,05/09/2024,Adjustment
CONX,CNXX,CONX CNXX,"CONX Corporation - Symbol Change/Settlement Update Option Symbol: 05/07/2024 - CONX remains CONX 05/08/2024 - CONX becomes CNXX
Contract Adjustment|Options",05/08/2024,05/07/2024,Adjustment
CBD,CBDBY,CBD CBDBY,"Companhia Brasileira De Distribuicao - Symbol Change Option Symbol: CBD New Symbol: CBDBY
Contract Adjustment|Options",04/19/2024,04/18/2024,Adjustment
XLYO,XYLO,XLYO XYLO,"Xylo Technologies Ltd. - Symbol Change Option Symbol: XLYO New Symbol: XYLO
Contract Adjustment|Options",04/19/2024,04/18/2024,Adjustment
XLYO,XYLO,XLYO XYLO,"Medigus Ltd. - Name/Symbol Change Option Symbol: MDGS New Symbol: XLYO
Contract Adjustment|Options",04/18/2024,04/17/2024,Adjustment
MDGS,XLYO,MDGS XLYO,"Medigus Ltd. - Name/Symbol Change Option Symbol: MDGS New Symbol: XLYO
Contract Adjustment|Options",04/18/2024,04/17/2024,Adjustment
SRNEQ,SRNE,SRNEQ SRNE,"Sorrento Therapeutics, Inc. - Symbol Change Option Symbol: SRNEQ New Symbol: SRNE
Contract Adjustment|Options",04/15/2024,04/12/2024,Adjustment
SRNEQ,SRNE,SRNEQ SRNE,"Sorrento Therapeutics, Inc. - Symbol Change Option Symbol: SRNE New Symbol: SRNEQ
Contract Adjustment|Options",02/23/2023,02/22/2023,Adjustment
AAU,AAUAF,AAU AAUAF,"Almaden Minerals Ltd - Symbol Change Option Symbol: AAU New Symbol: AAUAF
Contract Adjustment|Options",04/05/2024,04/04/2024,Adjustment
CVCY,CWBC,CVCY CWBC,"Central Valley Community Bancorp - Name/Symbol/CUSIP Change Option Symbol: CVCY New Symbol: CWBC
Contract Adjustment|Options",04/01/2024,03/28/2024,Adjustment
VPN,DTCR,VPN DTCR,"Global X Funds Global X Data Center REITs & Digital Infrastructure ETF - Name/Symbol Change Option Symbol: VPN New Symbol: DTCR
Contract Adjustment|Options",04/01/2024,03/28/2024,Adjustment
FSR,FSRN,FSR FSRN,"Fisker Inc. - Symbol Change Option Symbols: FSR/1FSR New Symbols: FSRN/1FSRN
Contract Adjustment|Options",03/26/2024,03/25/2024,Adjustment
DWAC,DJT,DWAC DJT,"Digital World Acquisition Corp. - Name/Symbol Change Option Symbol: DWAC New Symbol: DJT
Contract Adjustment|Options",03/26/2024,03/25/2024,Adjustment
FLT,CPAY,FLT CPAY,"FleetCor Technologies, Inc. - Name/Symbol/CUSIP Change Option Symbols: FLT/2FLT New Symbols: CPAY/2CPAY
Contract Adjustment|Options",03/25/2024,03/21/2024,Adjustment
PEAK,DOC,PEAK DOC,"Healthpeak Properties, Inc. - Symbol Change Option Symbol: 03/04/2024- PEAK remains PEAK 03/05/2024 - PEAK becomes DOC
Contract Adjustment|Options",03/05/2024,03/01/2024,Adjustment
PEAK,DOC,PEAK DOC,"Physicians Realty Trust - Contract Adjustment Option Symbol: 03/01/2024 - DOC remains DOC 03/04/2024 - DOC becomes DOC1 * * * Update * * *
Contract Adjustment|Options",03/01/2024,03/01/2024,Adjustment
PEAK,DOC,PEAK DOC,"Physicians Realty Trust - Anticipated Adjustment Option Symbol: DOC New Symbol: PEAK1
Contract Adjustment|Options",,01/19/2024,Adjustment
CPSI,TBRG,CPSI TBRG,"Computer Programs and Systems, Inc. - Name/Symbol Change Option Symbol: CPSI New Symbol: TBRG
Contract Adjustment|Options",03/04/2024,03/01/2024,Adjustment
TIO,TIOG,TIO TIOG,"Tingo Group, Inc. - Symbol Change Option Symbol: 03/01/2024 - TIO remains TIO 03/04/2024 - TIO becomes TIOG
Contract Adjustment|Options",03/04/2024,03/01/2024,Adjustment
GLDX,USG,GLDX USG,"USCF Gold Strategy Plus Income Fund - Symbol Change Option Symbol: GLDX New Symbol: USG
Contract Adjustment|Options",03/04/2024,02/28/2024,Adjustment
FGH,FGF,FGH FGF,"FG Group Holdings Inc. - Name/Symbol/CUSIP Change Option Symbol: FGH New Symbol: FGF
Contract Adjustment|Options",03/01/2024,02/29/2024,Adjustment
TMST,MTUS,TMST MTUS,"TimkenSteel Corporation - Name/Symbol Change Option Symbol: TMST New Symbol: MTUS
Contract Adjustment|Options",02/27/2024,02/26/2024,Adjustment
AMEH,ASTH,AMEH ASTH,"Apollo Medical Holdings, Inc. - Name/Symbol Change Option Symbol: AMEH New Symbol: ASTH
Contract Adjustment|Options",02/26/2024,02/23/2024,Adjustment
SEAS,PRKS,SEAS PRKS,"SeaWorld Entertainment, Inc. - Name/Symbol Change Option Symbol: SEAS New Symbol: PRKS
Contract Adjustment|Options",02/13/2024,02/12/2024,Adjustment
NTCO,NTCOY,NTCO NTCOY,"Natura &Co Holding S.A. - Symbol Change Option Symbol: NTCO New Symbol: NTCOY
Contract Adjustment|Options",02/12/2024,02/09/2024,Adjustment
SFE,SFES,SFE SFES,"Safeguard Scientifics, Inc. - Symbol Change Option Symbol: SFE New Symbol: SFES
Contract Adjustment|Options",02/12/2024,02/09/2024,Adjustment
TSP,TSPH,TSP TSPH,"TuSimple Holdings Inc. - Settlement Update Option Symbol: TSP * * * Effective Immediately * * *
Contract Adjustment|Options",02/08/2024,02/08/2024,Adjustment
TSP,TSPH,TSP TSPH,"TuSimple Holdings Inc. - Symbol Change Option Symbol: 02/08/2024 - TSP remains TSP 02/09/2024 - TSP becomes TSPH
Contract Adjustment|Options",02/09/2024,02/08/2024,Adjustment
NHWK,SCPX,NHWK SCPX,"NightHawk Biosciences, Inc. - Name/Symbol Change Option Symbol: NHWK New Symbol: SCPX
Contract Adjustment|Options",02/06/2024,02/05/2024,Adjustment
CDAY,DAY,CDAY DAY,"Ceridian HCM Holding Inc. - Name/Symbol Change Option Symbol: CDAY New Symbol: DAY
Contract Adjustment|Options",02/01/2024,01/30/2024,Adjustment
GLDB,GOLY,GLDB GOLY,"Strategy Shares Gold-Hedged Bond ETF - Symbol Change Option Symbol: GLDB New Symbol: GOLY
Contract Adjustment|Options",02/01/2024,01/26/2024,Adjustment
ARVL,ARVLF,ARVL ARVLF,"Arrival - Symbol Change Option Symbol: ARVL New Symbol: ARVLF
Contract Adjustment|Options",01/30/2024,01/29/2024,Adjustment
RWLK,LFWD,RWLK LFWD,"ReWalk Robotics Ltd. - Symbol Change Option Symbol: RWLK New Symbol: LFWD
Contract Adjustment|Options",01/30/2024,01/29/2024,Adjustment
LAZY,GORV,LAZY GORV,"Lazydays Holdings, Inc. - Symbol Change Option Symbol: LAZY New Symbol: GORV
Contract Adjustment|Options",01/17/2024,01/16/2024,Adjustment
ACRX,TLPH,ACRX TLPH,"AcelRx Pharmaceuticals, Inc. - Name/Symbol Change Option Symbols: ACRX/2ACRX New Symbols: TLPH/2TLPH
Contract Adjustment|Options",01/10/2024,01/09/2024,Adjustment
TRMR,NEXN,TRMR NEXN,"Tremor International Ltd. - Name/Symbol Change Option Symbol: TRMR New Symbol: NEXN
Contract Adjustment|Options",01/10/2024,01/09/2024,Adjustment
