number,post date,ex/eff date, title
46539,Feb-26-2020,Feb-27-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46534,Feb-25-2020,Mar-02-2020,"INGERSOLL-RAND PLC - DISTRIBUTION AND NAME/ SYMBOL/CUSIP CHANGE OPTION SYMBOLS: IR/2IR NEW SYMBOLS: TT1/2TT1 FUTURES SYMBOL: IR1D NEW SYMBOL: TT2D"
46531,Feb-25-2020,Feb-26-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46528,Feb-24-2020,Feb-25-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46521,Feb-21-2020,Feb-24-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46505,Feb-19-2020,,"ACCELERATION OF EXPIRATIONS/FEBRUARY 2020 EXPIRATION"
46504,Feb-19-2020,Feb-20-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46498,Feb-18-2020,Feb-19-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46492,Feb-14-2020,Feb-18-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46486,Feb-13-2020,Feb-14-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46477,Feb-12-2020,Feb-13-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46469,Feb-11-2020,Feb-12-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46465,Feb-10-2020,Feb-11-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
46459,Feb-07-2020,Feb-10-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46454,Feb-06-2020,Feb-07-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46445,Feb-04-2020,Feb-05-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46434,Feb-03-2020,Feb-04-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46426,Jan-31-2020,Feb-03-2020,"ALCENTRA CAPITAL CORPORATION - CONTRACT ADJUSTMENT OPTION SYMBOL: ABDC NEW SYMBOL: CCAP1"
46425,Jan-31-2020,Feb-03-2020,"INTREXON CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: XON1D NEW SYMBOL: PGEN1D"
46424,Jan-31-2020,Feb-03-2020,"INTREXON CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: XON NEW SYMBOL: PGEN"
46421,Jan-31-2020,,"ALCENTRA CAPITAL CORPORATION - ANTICIPATED ADJUSTMENT OPTION SYMBOL: ABDC NEW SYMBOL: CCAP1 * * * UPDATE * * *"
46420,Jan-31-2020,Feb-03-2020,"AQUA AMERICA, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: WTR1D NEW SYMBOL: WTRG1D"
46419,Jan-31-2020,Feb-03-2020,"AQUA AMERICA, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: WTR NEW SYMBOL: WTRG"
46418,Jan-31-2020,Feb-03-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46415,Jan-30-2020,Feb-03-2020,"FEDERATED INVESTORS, INC. - NAME/SYMBOL CHANGE FUTURES SYMBOL: FII1D NEW SYMBOL: FHI1D"
46414,Jan-30-2020,Feb-03-2020,"FEDERATED INVESTORS, INC. - NAME/SYMBOL CHANGE OPTION SYMBOL: FII NEW SYMBOL: FHI"
46413,Jan-30-2020,Jan-31-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46406,Jan-28-2020,Jan-29-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46396,Jan-27-2020,Jan-28-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46391,Jan-24-2020,Jan-27-2020,"ENCANA CORPORATION - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: ECA1D NEW SYMBOL: OVV2D"
46390,Jan-24-2020,Jan-27-2020,"ADJUSTED NEWFIELD EXPLORATION COMPANY - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: ECA1 NEW ADJUSTED OPTION SYMBOL: OVV1"
46389,Jan-24-2020,Jan-27-2020,"ENCANA CORPORATION - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ECA NEW SYMBOL: OVV2"
46387,Jan-24-2020,Jan-27-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46382,Jan-23-2020,Jan-24-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46376,Jan-22-2020,Jan-23-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46373,Jan-21-2020,Jan-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATION"
46364,Jan-17-2020,Jan-21-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46362,Jan-16-2020,,"ALCENTRA CAPITAL CORPORATION - ANTICIPATED ADJUSTMENT OPTION SYMBOL: ABDC NEW SYMBOL: CCAP1"
46344,Jan-15-2020,,"ACCELERATION OF EXPIRATIONS/JANUARY 2020 EXPIRATION"
46335,Jan-14-2020,Jan-15-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46329,Jan-13-2020,Jan-14-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46325,Jan-10-2020,Jan-13-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46319,Jan-09-2020,Jan-10-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46304,Jan-07-2020,Jan-08-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46297,Jan-03-2020,Jan-06-2020,"PIPER JAFFRAY COMPANIES - NAME/SYMBOL CHANGE FUTURES SYMBOL: PJC1D NEW SYMBOL: PIPR1D"
46296,Jan-03-2020,Jan-06-2020,"PIPER JAFFRAY COMPANIES - NAME/SYMBOL CHANGE OPTION SYMBOL: PJC NEW SYMBOL: PIPR"
46288,Jan-03-2020,Jan-06-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46281,Jan-02-2020,Jan-03-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46275,Dec-31-2019,Jan-02-2020,"SENIOR HOUSING PROPERTIES TRUST - DISTRIBUTION AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SNH NEW SYMBOL: DHC1 FUTURES SYMBOL: SNH1D NEW SYMBOL: DHC2D * * * UPDATE * * *"
46274,Dec-31-2019,Jan-02-2020,"CAREER EDUCATION CORPORATION -NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CECO NEW SYMBOL: PRDO"
46271,Dec-31-2019,Jan-02-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46266,Dec-30-2019,Dec-31-2019,"GEMPHIRE THERAPEUTICS INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: GEMP NEW SYMBOL: NRBO1"
46254,Dec-27-2019,Dec-30-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46247,Dec-26-2019,Dec-27-2019,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46243,Dec-24-2019,Dec-26-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46237,Dec-23-2019,Dec-24-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46223,Dec-20-2019,Dec-23-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46207,Dec-19-2019,Dec-20-2019,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
46194,Dec-18-2019,,"ACCELERATION OF EXPIRATIONS/DECEMBER 2019  EXPIRATION"
46190,Dec-17-2019,Dec-18-2019,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46182,Dec-16-2019,Dec-17-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 12/17/19"
46154,Dec-13-2019,Dec-16-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46146,Dec-12-2019,Dec-13-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46131,Dec-10-2019,Dec-11-2019,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS"
46119,Dec-06-2019,Dec-09-2019,"BB&T CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOLS: BBT1D/BBT1I/BBT1J/BBT1K/BBT2F/ BBT2H/BBT2M/BBT2T/BBT2W NEW SYMBOLS: TFC1D/TFC1I/TFC1J/TFC1K/TFC2F/ TFC2H/TFC2M/TFC2T/TFC2W"
46118,Dec-06-2019,Dec-09-2019,"BB&T CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: BBT/2BBT NEW SYMBOLS: TFC/2TFC"
46117,Dec-06-2019,Dec-09-2019,"SUNTRUST BANKS, INC. - CONTRACT ADJUSTMENT OPTION SYMBOL: STI NEW SYMBOL: TFC1 FUTURES SYMBOLS: STI1D/STI2M/STI2T/STI2W/STI2H/STI2F/ STI1J/STI1K/STI1I NEW SYMBOLS: STI2D/STI6M/STI6T/STI6W/STI6H/STI6F/STI2J/ STI2K/STI2I"
46116,Dec-06-2019,,"SUNTRUST BANKS, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: STI NEW SYMBOL: TFC1 FUTURES SYMBOL: STI1D NEW SYMBOL: STI2D DATE: 12/09/2019??? *** UPDATE ***"
46113,Dec-06-2019,Dec-09-2019,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46106,Dec-05-2019,Dec-06-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46103,Dec-04-2019,Dec-05-2019,"CBS CORPORATION CLASS B - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOLS: CBS1D/CBS1I/CBS1J/CBS1K/CBS1H/ CBS1F/CBS2M/CBS2T/CBS2W NEW SYMBOLS: VIAC1D/VIAC1I/VIAC1J/VIAC1K/VIAC1H/ VIAC1F/VIAC2M/VIAC2T/VIAC2W"
46102,Dec-04-2019,Dec-05-2019,"CBS CORPORATION CLASS B - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CBS NEW SYMBOL: VIAC"
46101,Dec-04-2019,Dec-05-2019,"CBS CORPORATION CLASS A - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CBSA NEW SYMBOL: VIACA"
46100,Dec-04-2019,Dec-05-2019,"VIACOM INC. CLASS B - CONTRACT ADJUSTMENT OPTION SYMBOL: VIAB NEW SYMBOL: VIAC2 FUTURES SYMBOLS: VIAB1D/VIAB1H/VIAB1I/VIAB1F/VIAB2M VIAB2T/VIAB2W/VIAB1J/VIAB1K NEW SYMBOLS: VIAB2D/VIAB6H/VIAB2I/VIAB6F/VIAB6M/VIAB6T/ VIAB6W/VIAB2J/VIAB2K"
46099,Dec-04-2019,Dec-05-2019,"VIACOM INC. CLASS A - CONTRACT ADJUSTMENT OPTION SYMBOL: VIA NEW SYMBOL: VIAC1"
46097,Dec-04-2019,Dec-05-2019,"ISHARES SILVER TRUST - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1SLV"
46093,Dec-03-2019,Dec-04-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46085,Dec-02-2019,Dec-03-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46079,Nov-29-2019,Dec-02-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46072,Nov-27-2019,Dec-02-2019,"VANECK VECTORS HIGH INCOME MLP ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: YMLP NEW SYMBOL: EINC"
46066,Nov-27-2019,Nov-29-2019,"PPDAI GROUP INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: PPDF NEW SYMBOL: FINV"
46065,Nov-27-2019,Nov-29-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46050,Nov-25-2019,Nov-26-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46040,Nov-22-2019,Nov-25-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46031,Nov-21-2019,Nov-22-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46025,Nov-19-2019,Nov-20-2019,"NEW MEDIA INVESTMENT GROUP INC. -  NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NEWM NEW SYMBOL: GCI"
46024,Nov-19-2019,Nov-20-2019,"GANNETT CO., INC. - CONTRACT ADJUSTMENT OPTION SYMBOL: GCI NEW SYMBOL: GCI1 FUTURES SYMBOLS: GCI1D/GCI3W/GCI3H/GCI4F/GCI4M/GCI4T NEW SYMBOLS: GCI2D/GCI6W/GCI6H/GCI6F/GCI6M/GCI6T"
46019,Nov-19-2019,Nov-20-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46013,Nov-18-2019,,"GANNETT CO., INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: GCI NEW SYMBOL: GCI1 FUTURES SYMBOL: GCI1D NEW SYMBOL: GCI2D ***UPDATE***"
46011,Nov-18-2019,Nov-19-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46001,Nov-15-2019,Nov-18-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45984,Nov-14-2019,,"ACCELERATION OF EXPIRATIONS/NOVEMBER 2019 EXPIRATION"
45979,Nov-13-2019,Nov-14-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45973,Nov-12-2019,,"VIACOM INC. CLASS B - ANTICIPATED ADJUSTMENT OPTION SYMBOL: VIAB NEW SYMBOL: VIAC2 FUTURES SYMBOL: VIAB1D NEW SYMBOL: VIAB2D"
45972,Nov-12-2019,,"VIACOM INC. CLASS A - ANTICIPATED ADJUSTMENT OPTION SYMBOL: VIA NEW SYMBOL: VIAC1"
45969,Nov-12-2019,Nov-13-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45952,Nov-08-2019,Nov-11-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45946,Nov-07-2019,Nov-08-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45937,Nov-06-2019,Nov-07-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45929,Nov-05-2019,Nov-06-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45924,Nov-04-2019,,"CAESARS ENTERTAINMENT CORPORATION (ELECTION MERGER) - ANTICIPATED ADJUSTMENT OPTION SYMBOL: CZR NEW SYMBOL: CZR1 FUTURES SYMBOL: CZR1D NEW SYMBOL: CZR2D"
45920,Nov-04-2019,Nov-05-2019,"CTRIP.COM INTERNATIONAL, LTD. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: CTRP1D NEW SYMBOL: TCOM1D"
45919,Nov-04-2019,Nov-05-2019,"CTRIP.COM INTERNATIONAL, LTD. -NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CTRP NEW SYMBOL: TCOM"
45918,Nov-04-2019,Nov-05-2019,"SYMANTEC CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SYMC1D NEW SYMBOL: NLOK1D"
45917,Nov-04-2019,Nov-05-2019,"SYMANTEC CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: SYMC/1SYMC NEW SYMBOLS: NLOK/1NLOK"
45916,Nov-04-2019,Nov-05-2019,"HCP, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: HCP1D NEW SYMBOL: PEAK1D"
45915,Nov-04-2019,Nov-05-2019,"HCP, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: HCP NEW SYMBOL: PEAK"
45914,Nov-04-2019,Nov-05-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45908,Nov-01-2019,Nov-04-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45899,Oct-31-2019,Nov-01-2019,"NEURALSTEM, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CUR1 NEW SYMBOL: SNCA1"
45897,Oct-31-2019,Nov-01-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45890,Oct-30-2019,Oct-31-2019,"C&J ENERGY SERVICES, INC. -CONTRACT ADJUSTMENT OPTION SYMBOL: CJ NEW SYMBOL: NEX1"
45889,Oct-30-2019,Oct-31-2019,"KEANE GROUP, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FRAC NEW SYMBOL: NEX"
45886,Oct-30-2019,Oct-31-2019,"QIAGEN N.V. - FLEX POSITION CONSOLIDATION"
45879,Oct-29-2019,Oct-30-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45872,Oct-28-2019,Oct-29-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATION"
45870,Oct-25-2019,Oct-28-2019,"NANOMETRICS INCORPORATED - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NANO NEW SYMBOL: ONTO"
45869,Oct-25-2019,Oct-28-2019,"RUDOLPH TECHNOLOGIES, INC. - CONTRACT ADJUSTMENT OPTION SYMBOL: RTEC NEW SYMBOL: ONTO1"
45868,Oct-25-2019,Oct-28-2019,"SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: IPOA NEW SYMBOL: SPCE"
45866,Oct-25-2019,Oct-28-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45859,Oct-24-2019,Oct-25-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45858,Oct-24-2019,,"C&J ENERGY SERVICES, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: CJ NEW SYMBOL: NEX1 * * * UPDATE * * *"
45851,Oct-23-2019,Oct-24-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS"
45846,Oct-22-2019,Oct-23-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45841,Oct-21-2019,Oct-22-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS * * * UPDATE * * *"
45839,Oct-21-2019,Oct-22-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 10/22/19"
45832,Oct-18-2019,,"RUDOLPH TECHNOLOGIES, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: RTEC NEW SYMBOL: ONTO1 * * * UPDATE * * *"
45830,Oct-18-2019,Oct-21-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS"
45821,Oct-17-2019,Oct-18-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
45816,Oct-16-2019,,"ACCELERATION OF EXPIRATIONS/OCTOBER 2019 EXPIRATION"
45814,Oct-15-2019,Oct-18-2019,"BAKER HUGHES, A GE COMPANY - NAME/ SYMBOL CHANGE FUTURES SYMBOL: BHGE1D NEW SYMBOL: BKR1D * * * REVISED EFFECTIVE DATE * * *"
45813,Oct-15-2019,Oct-18-2019,"BAKER HUGHES, A GE COMPANY - NAME/ SYMBOL CHANGE OPTION SYMBOLS: BHGE/ 2BHGE NEW SYMBOLS: BKR/ 2BKR * * * REVISED EFFECTIVE DATE * * *"
45807,Oct-15-2019,Oct-16-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45805,Oct-14-2019,,"RUDOLPH TECHNOLOGIES, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: RTEC NEW SYMBOL: To be determined"
45803,Oct-14-2019,Oct-15-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
45797,Oct-11-2019,,"C&J ENERGY SERVICES, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: CJ NEW SYMBOL: To be determined"
45795,Oct-11-2019,Oct-14-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45790,Oct-10-2019,Oct-11-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45774,Oct-08-2019,Oct-09-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45769,Oct-07-2019,Oct-08-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45756,Oct-04-2019,Oct-07-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
45746,Oct-03-2019,Oct-04-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
45743,Oct-03-2019,Oct-04-2019,"I.D. SYSTEMS, INC.- NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: 10/3/19  - IDSY remains IDSY 10/4/19 - IDSY becomes PWFL"
45730,Oct-01-2019,Oct-02-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
45724,Sep-30-2019,,"RAYTHEON COMPANY - ANTICIPATED ADJUSTMENT OPTION SYMBOLS: RTN/ 1RTN/ 2RTN NEW SYMBOLS: RTX2/ 1RTX2/ 2RTX2 FUTURES SYMBOL: RTN1D NEW SYMBOL: RTN2D"
45710,Sep-27-2019,Sep-30-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45704,Sep-26-2019,Sep-27-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 9/27/2019"
45701,Sep-25-2019,Sep-26-2019,"BANK OF AMERICA CORPORATION - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1BAC"
45690,Sep-24-2019,Sep-25-2019,"HOSPITALITY PROPERTIES TRUST - NAME/ SYMBOL/ CUSIP CHANGE FUTURES SYMBOL: HPT1D NEW SYMBOL: SVC1D"
45689,Sep-24-2019,Sep-25-2019,"HOSPITALITY PROPERTIES TRUST - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: HPT NEW SYMBOL: SVC"
45684,Sep-24-2019,Sep-25-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
45678,Sep-23-2019,Sep-24-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45672,Sep-20-2019,Sep-23-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45670,Sep-20-2019,Sep-24-2019,"SPDR BLOOMBERG BARCLAYS INTERMEDIATE TERM TREASURY ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: 9/23/19 - ITE1D remains ITE1D 9/24/19 - ITE1D becomes SPTI1D"
45669,Sep-20-2019,Sep-23-2019,"SPDR BLOOMBERG BARCLAYS INTERMEDIATE TERM TREASURY ETF - 2 FOR 1 STOCK SPLIT FUTURES SYMBOL: ITE1D * * * UPDATE * * *"
45657,Sep-19-2019,Sep-20-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45649,Sep-18-2019,,"ACCELERATION OF EXPIRATIONS/ SEPTEMBER 2019 EXPIRATION"
45648,Sep-18-2019,Sep-19-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
45637,Sep-17-2019,Sep-18-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45635,Sep-16-2019,Sep-17-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45628,Sep-13-2019,Sep-16-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45624,Sep-12-2019,Sep-13-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45613,Sep-10-2019,Sep-11-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45608,Sep-09-2019,Sep-12-2019,"OCH-ZIFF CAPITAL MANAGEMENT GROUP INC. - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: OZM NEW SYMBOL: SCU"
45600,Sep-06-2019,Sep-09-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45594,Sep-05-2019,Sep-06-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45583,Sep-03-2019,Sep-04-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45576,Aug-30-2019,Sep-03-2019,"CM FINANCE INC - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: CMFN NEW SYMBOL: ICMB"
45575,Aug-30-2019,Sep-03-2019,"VICAL INCORPORATED - REVERSE SPLIT AND NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: VICL NEW SYMBOL: BBI1"
45572,Aug-30-2019,Sep-03-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45558,Aug-27-2019,Aug-28-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
45555,Aug-26-2019,Aug-27-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
45546,Aug-23-2019,Aug-26-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45544,Aug-22-2019,Aug-23-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45533,Aug-20-2019,Aug-21-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45530,Aug-19-2019,Aug-20-2019,"UBIQUITI NETWORKS, INC. - NAME/ SYMBOL/ CUSIP CHANGE FUTURES SYMBOL: UBNT1D NEW SYMBOL: UI1D"
45529,Aug-19-2019,Aug-20-2019,"UBIQUITI NETWORKS, INC. - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: UBNT NEW SYMBOL: UI"
45528,Aug-19-2019,Aug-20-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45508,Aug-15-2019,Aug-16-2019,"FINANCIAL SELECT SECTOR SPDR FUND - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 1XLF"
45498,Aug-14-2019,,"ACCELERATION OF EXPIRATIONS/ AUGUST 2019 EXPIRATION"
45496,Aug-14-2019,Aug-15-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45490,Aug-13-2019,Aug-14-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45487,Aug-12-2019,Aug-13-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
45483,Aug-09-2019,Aug-12-2019,"BIOTIME, INC. - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOLS: BTX/ BTX2 NEW SYMBOLS: LCTX/ LCTX2"
45480,Aug-09-2019,Aug-12-2019,"AQUINOX PHARMACEUTICALS, INC. -  NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: AQXP NEW SYMBOL: NLTX"
45479,Aug-09-2019,Aug-12-2019,"S&P 500 MINI INDEX PM EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
45474,Aug-08-2019,Aug-09-2019,"TORCHMARK CORPORATION - NAME/ SYMBOL/ CUSIP CHANGE FUTURES SYMBOL: TMK1D NEW SYMBOL: GL1D"
45473,Aug-08-2019,Aug-09-2019,"TORCHMARK CORPORATION - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOLS: TMK/ 2TMK NEW SYMBOLS: GL/ 2GL"
